start	end	type
2832	3525	child_of
1325	535	child_of
1513	4087	child_of
4087	1379	child_of
492	2023	child_of
492	774	linked_to
3137	1564	child_of
3625	3950	child_of
3625	2018	linked_to
3625	2667	linked_to
2486	1680	child_of
2851	2118	child_of
1232	2956	child_of
1733	3552	child_of
2227	1910	child_of
2227	3106	linked_to
2227	2690	linked_to
1684	1855	child_of
3052	284	child_of
2698	2347	child_of
484	1635	child_of
23	1591	child_of
1066	3774	child_of
1066	556	linked_to
1035	2150	child_of
1557	2146	child_of
2175	2456	child_of
2587	2595	child_of
3093	3964	child_of
3093	1475	linked_to
3093	2363	linked_to
830	2068	child_of
2154	3893	child_of
2154	1278	linked_to
906	2599	child_of
906	2193	linked_to
906	4120	linked_to
906	3343	linked_to
906	1561	linked_to
3438	3233	child_of
2589	3957	child_of
3857	1139	child_of
3857	3952	linked_to
1592	3265	child_of
1565	338	child_of
425	3336	child_of
1161	3001	child_of
389	1161	child_of
4050	2034	child_of
4050	2548	linked_to
2819	1267	child_of
2819	1144	linked_to
2819	3045	linked_to
2819	3496	linked_to
3567	2288	child_of
1563	1075	child_of
2287	2636	child_of
2287	2858	linked_to
3032	2183	child_of
2074	498	child_of
4059	1477	child_of
3538	1433	child_of
707	3951	child_of
707	2628	linked_to
1015	3277	child_of
1690	1797	child_of
1457	3684	child_of
1457	152	linked_to
2101	3531	child_of
2750	880	child_of
3531	1256	child_of
4016	2359	child_of
3946	3964	child_of
3946	553	linked_to
3381	4118	child_of
1060	2117	child_of
1925	4016	child_of
1925	1419	linked_to
2046	1042	child_of
1134	2604	child_of
1134	26	linked_to
856	642	child_of
471	680	child_of
3786	2046	child_of
3855	3786	child_of
2726	1920	child_of
2726	3214	linked_to
2973	3072	child_of
1323	89	child_of
1323	2451	linked_to
1732	3078	child_of
367	1439	child_of
367	1981	linked_to
367	3191	linked_to
367	2262	linked_to
741	3290	child_of
741	2888	linked_to
741	1981	linked_to
741	419	linked_to
741	7	linked_to
741	757	linked_to
741	4035	linked_to
3315	955	child_of
2636	2834	child_of
4018	1723	child_of
3483	1399	child_of
3483	3967	linked_to
3483	3694	linked_to
3483	3387	linked_to
797	1805	child_of
990	1922	child_of
2232	3581	child_of
1728	1939	child_of
2061	2271	child_of
3272	2728	child_of
3508	3760	child_of
3508	2649	linked_to
3668	1300	child_of
3977	947	child_of
3439	1587	child_of
1708	1978	child_of
2013	1324	child_of
2297	1085	child_of
1570	303	child_of
768	1610	child_of
768	3648	linked_to
768	3475	linked_to
47	3475	child_of
47	1952	linked_to
47	2365	linked_to
3409	1154	child_of
3409	3956	linked_to
4089	2390	child_of
2862	197	child_of
2391	1278	child_of
1358	423	child_of
1865	270	child_of
233	1495	child_of
1059	2813	child_of
2661	833	child_of
2179	1462	child_of
2554	1314	child_of
2554	571	linked_to
3238	1636	child_of
949	3837	child_of
339	575	child_of
2041	2479	child_of
1386	1893	child_of
3809	2063	child_of
2310	1579	child_of
556	931	child_of
2835	3027	child_of
1932	3284	child_of
3813	113	child_of
2864	3780	child_of
1524	488	child_of
1524	2668	linked_to
246	698	child_of
246	75	linked_to
1753	2237	child_of
3306	1210	child_of
599	3809	child_of
2751	417	child_of
3194	2277	child_of
1509	464	child_of
2874	935	child_of
2874	226	linked_to
2874	70	linked_to
929	237	child_of
1416	2434	child_of
3517	861	child_of
3517	769	linked_to
200	2861	child_of
3559	2971	child_of
2577	2438	child_of
1979	3647	child_of
3718	3101	child_of
1612	3454	child_of
1002	1299	child_of
2169	3240	child_of
2029	501	child_of
3848	2316	child_of
2107	2510	child_of
675	2396	child_of
3125	3635	child_of
116	696	child_of
3516	992	child_of
3516	925	linked_to
3516	2324	linked_to
3516	3085	linked_to
1122	2574	child_of
1712	78	child_of
1989	465	child_of
1054	2414	child_of
1003	2128	child_of
1003	1354	linked_to
506	3335	child_of
506	2888	linked_to
3594	4106	child_of
81	619	child_of
81	1244	linked_to
2602	1328	child_of
2286	637	child_of
1090	514	child_of
1685	940	child_of
436	487	child_of
857	889	child_of
3034	2558	child_of
2679	296	child_of
2053	2204	child_of
2053	2257	linked_to
2558	2100	child_of
1346	2426	child_of
891	4031	child_of
2236	2679	child_of
1610	3083	child_of
2435	323	child_of
2435	2170	linked_to
2152	333	child_of
315	795	child_of
2977	3628	child_of
3973	477	child_of
450	2803	child_of
2775	2152	child_of
1692	118	child_of
3918	1865	child_of
221	435	child_of
2369	3355	child_of
1143	1545	child_of
1143	2170	linked_to
1143	813	linked_to
2087	2271	child_of
2087	2707	linked_to
2771	2293	child_of
2771	3585	linked_to
2771	1079	linked_to
2771	168	linked_to
3083	2898	child_of
3689	1123	child_of
1252	1307	child_of
739	2953	child_of
2034	2377	child_of
1747	1335	child_of
1747	1809	linked_to
1747	769	linked_to
2628	3143	child_of
2628	2254	linked_to
2394	3469	child_of
1759	641	child_of
1759	76	linked_to
1759	3501	linked_to
1759	469	linked_to
2259	2861	child_of
1000	3498	child_of
1468	90	child_of
4033	349	child_of
309	4018	child_of
3342	1124	child_of
3756	527	child_of
2376	3339	child_of
1702	628	child_of
1398	3400	child_of
827	2888	child_of
827	3335	linked_to
827	1393	linked_to
672	3880	child_of
3955	2059	child_of
3743	3960	child_of
3316	1595	child_of
3316	553	linked_to
988	3577	child_of
1313	3269	child_of
3251	2965	child_of
1578	3251	child_of
93	3902	child_of
2890	971	child_of
931	228	child_of
666	960	child_of
1767	337	child_of
1770	2537	child_of
2940	2782	child_of
2091	4093	child_of
1729	2644	child_of
3378	700	child_of
784	2099	child_of
784	2170	linked_to
925	1869	child_of
925	2254	linked_to
925	3834	linked_to
925	54	linked_to
925	2572	linked_to
925	1752	linked_to
925	1072	linked_to
925	3394	linked_to
925	3920	linked_to
3318	3011	child_of
3737	3491	child_of
2142	1245	child_of
2809	3685	child_of
1269	2033	child_of
2609	2574	child_of
3909	1930	child_of
1758	1954	child_of
2756	99	child_of
2756	1550	linked_to
2756	3751	linked_to
440	1616	child_of
1748	3539	child_of
3236	1233	child_of
2439	917	child_of
1109	1344	child_of
3399	1398	child_of
3399	3445	linked_to
1968	3328	child_of
152	132	child_of
2633	1332	child_of
2633	3818	linked_to
2633	1475	linked_to
397	2740	child_of
3878	2205	child_of
1584	1094	child_of
1071	579	child_of
2066	2377	child_of
1717	1877	child_of
1877	1249	child_of
2908	3771	child_of
639	1952	child_of
639	2518	linked_to
639	2365	linked_to
1119	3446	child_of
4118	1045	child_of
226	986	child_of
2590	2068	child_of
2590	2363	linked_to
3170	3231	child_of
3170	2969	linked_to
3170	660	linked_to
2547	1961	child_of
2547	2642	linked_to
2547	651	linked_to
1824	1405	child_of
1824	4035	linked_to
1327	3831	child_of
1151	226	child_of
223	3448	child_of
223	488	linked_to
3769	2627	child_of
3239	1885	child_of
2702	832	child_of
1222	2521	child_of
1430	3153	child_of
1430	2013	linked_to
1743	1120	child_of
2437	2846	child_of
2802	3173	child_of
3089	2027	child_of
3089	553	linked_to
294	1883	child_of
217	2895	child_of
1324	294	child_of
923	218	child_of
2345	3653	child_of
1957	1330	child_of
3356	1223	child_of
2854	1199	child_of
995	2145	child_of
1271	1338	child_of
3970	2615	child_of
9	3970	child_of
3246	2419	child_of
3398	3414	child_of
3398	2642	linked_to
2161	3020	child_of
2350	1439	child_of
2350	3062	linked_to
1470	3664	child_of
544	343	child_of
516	1516	child_of
4061	4033	child_of
3457	2221	child_of
3457	1969	linked_to
2821	3422	child_of
2821	1851	linked_to
669	1290	child_of
1377	3295	child_of
1377	1663	linked_to
1739	47	child_of
1739	639	linked_to
2108	3319	child_of
2964	3521	child_of
2964	3593	linked_to
3566	721	child_of
3566	1958	linked_to
3566	3021	linked_to
3566	1632	linked_to
44	2122	child_of
44	438	linked_to
463	24	child_of
1047	463	child_of
987	1791	child_of
987	1354	linked_to
987	772	linked_to
2522	3997	child_of
1694	266	child_of
3505	1629	child_of
2915	3590	child_of
1583	2488	child_of
2071	962	child_of
569	824	child_of
1030	3752	child_of
3250	1226	child_of
3925	274	child_of
3221	3239	child_of
3221	1464	linked_to
3012	908	child_of
2128	3060	child_of
1630	3296	child_of
1630	4123	linked_to
955	3666	child_of
764	3426	child_of
3770	2815	child_of
3770	734	linked_to
3449	2174	child_of
3688	3177	child_of
3688	1721	linked_to
3688	2786	linked_to
3688	1623	linked_to
242	293	child_of
355	96	child_of
1162	3143	child_of
1162	3277	linked_to
1162	2254	linked_to
1330	2144	child_of
1912	595	child_of
1912	3359	linked_to
1912	1160	linked_to
1912	210	linked_to
3195	2624	child_of
2945	1598	child_of
61	3623	child_of
3700	28	child_of
733	1601	child_of
4083	3081	child_of
1782	3243	child_of
1782	1909	linked_to
1240	2098	child_of
2542	460	child_of
2542	3523	linked_to
2123	1295	child_of
1207	2315	child_of
1803	2688	child_of
4040	4061	child_of
302	2698	child_of
3015	4094	child_of
3459	3886	child_of
3459	3326	linked_to
2639	1083	child_of
2639	1121	linked_to
2282	3734	child_of
1527	2511	child_of
1527	1	linked_to
1527	439	linked_to
1527	2170	linked_to
1527	575	linked_to
1527	2112	linked_to
1073	2898	child_of
441	130	child_of
3939	3339	child_of
257	1061	child_of
2978	4107	child_of
1112	2183	child_of
1675	179	child_of
2025	2800	child_of
2458	1879	child_of
2458	438	linked_to
3023	1224	child_of
3575	1829	child_of
537	2211	child_of
230	2366	child_of
1434	2152	child_of
1291	3643	child_of
2530	3042	child_of
1797	1245	child_of
2183	4023	child_of
2980	905	child_of
1190	3934	child_of
1878	4056	child_of
3981	2173	child_of
467	732	child_of
3059	974	child_of
3764	2547	child_of
1904	3075	child_of
3646	2887	child_of
903	698	child_of
2454	1444	child_of
118	1353	child_of
1643	99	child_of
479	384	child_of
479	3592	linked_to
586	536	child_of
1409	4051	child_of
3911	1602	child_of
3911	2911	linked_to
2795	2619	child_of
973	2203	child_of
973	574	linked_to
3740	1133	child_of
3740	154	linked_to
3740	4035	linked_to
2204	4021	child_of
4098	386	child_of
4098	416	linked_to
3599	3108	child_of
1438	3024	child_of
1438	1146	linked_to
777	3375	child_of
1910	127	child_of
1408	2632	child_of
2513	2457	child_of
2762	1992	child_of
2762	2118	linked_to
2762	3106	linked_to
1664	244	child_of
2064	1797	child_of
2064	1749	linked_to
2064	438	linked_to
2064	2162	linked_to
265	2548	child_of
1142	3410	child_of
3410	979	child_of
3976	3526	child_of
2068	2559	child_of
2993	3747	child_of
1282	1607	child_of
2611	490	child_of
170	2853	child_of
170	543	linked_to
1466	1769	child_of
3109	2052	child_of
657	1525	child_of
1407	2024	child_of
3822	1870	child_of
2343	1979	child_of
1010	1601	child_of
3716	976	child_of
2027	2917	child_of
3936	699	child_of
3196	1394	child_of
989	1406	child_of
107	3125	child_of
1896	2705	child_of
1406	2065	child_of
3234	3306	child_of
2363	2081	child_of
2363	3964	linked_to
2363	3265	linked_to
2363	721	linked_to
1395	1039	child_of
1984	1227	child_of
673	2863	child_of
1004	3366	child_of
3630	1296	child_of
125	639	child_of
125	47	linked_to
1998	790	child_of
1998	2324	linked_to
3264	1009	child_of
868	816	child_of
2483	4003	child_of
218	442	child_of
1427	3863	child_of
3254	2560	child_of
307	740	child_of
362	3851	child_of
362	1197	linked_to
362	3731	linked_to
362	4075	linked_to
1018	1878	child_of
1771	2234	child_of
2234	128	child_of
2687	4009	child_of
3107	2706	child_of
4048	1986	child_of
409	109	child_of
1011	2886	child_of
443	971	child_of
2566	592	child_of
1582	1438	child_of
1582	3826	linked_to
3191	1609	child_of
3191	617	linked_to
3010	1724	child_of
3010	2642	linked_to
728	2506	child_of
4023	2719	child_of
3460	3450	child_of
3460	1756	linked_to
3460	2572	linked_to
3460	859	linked_to
3460	3871	linked_to
3460	27	linked_to
3460	14	linked_to
4096	2086	child_of
4096	2927	linked_to
2888	3817	child_of
3165	3002	child_of
1554	879	child_of
2088	3703	child_of
1258	1690	child_of
1258	1535	linked_to
580	3513	child_of
454	3649	child_of
3535	3471	child_of
3080	1309	child_of
2919	3202	child_of
722	1690	child_of
722	178	linked_to
1780	3482	child_of
1471	400	child_of
2148	1502	child_of
256	1993	child_of
256	3898	linked_to
2627	87	child_of
977	739	child_of
977	961	linked_to
3479	1743	child_of
1960	2708	child_of
1960	2531	linked_to
1480	2652	child_of
2801	2566	child_of
2121	2438	child_of
3759	3274	child_of
3274	3479	child_of
110	4077	child_of
3919	1327	child_of
3919	3702	linked_to
3919	4084	linked_to
3128	3120	child_of
4026	2801	child_of
1845	3360	child_of
2647	2370	child_of
2038	1068	child_of
2082	1848	child_of
902	3257	child_of
345	1358	child_of
345	117	linked_to
117	1358	child_of
3420	3525	child_of
3257	1594	child_of
2615	2249	child_of
498	1497	child_of
1927	2332	child_of
1719	3642	child_of
1719	553	linked_to
1908	2937	child_of
2652	2960	child_of
3286	1909	child_of
4111	642	child_of
18	2579	child_of
1130	3549	child_of
782	2176	child_of
2181	2311	child_of
1873	1552	child_of
3204	745	child_of
2731	3629	child_of
3920	921	child_of
3587	1572	child_of
3613	2120	child_of
3613	3593	linked_to
219	2657	child_of
2516	2130	child_of
3150	3840	child_of
1453	3177	child_of
1888	3237	child_of
1259	1773	child_of
1259	2642	linked_to
1259	37	linked_to
837	1178	child_of
173	1985	child_of
3691	556	child_of
3038	229	child_of
3038	2324	linked_to
2407	472	child_of
1970	4092	child_of
1504	917	child_of
1658	3194	child_of
2331	2121	child_of
2752	3450	child_of
2752	14	linked_to
2752	2572	linked_to
2752	1841	linked_to
3076	2905	child_of
3588	3200	child_of
3876	1494	child_of
1494	255	child_of
937	3700	child_of
2103	2303	child_of
1737	3099	child_of
3172	811	child_of
3172	1549	linked_to
2841	725	child_of
2841	3585	linked_to
3	2245	child_of
3	1919	linked_to
3	4080	linked_to
3	784	linked_to
3	2969	linked_to
3	3459	linked_to
3656	3231	child_of
3425	2400	child_of
4116	3835	child_of
2257	3909	child_of
2257	2204	linked_to
2257	3762	linked_to
2936	958	child_of
1335	3087	child_of
1892	2104	child_of
1075	368	child_of
899	1639	child_of
899	2333	linked_to
899	930	linked_to
899	3593	linked_to
32	4004	child_of
32	2136	linked_to
3849	241	child_of
3849	560	linked_to
2920	1538	child_of
2760	2323	child_of
2012	2390	child_of
1485	3294	child_of
1485	4050	linked_to
1689	483	child_of
2106	3015	child_of
2681	2840	child_of
3145	2101	child_of
3145	1063	linked_to
3486	2379	child_of
3486	3967	linked_to
3486	1399	linked_to
3979	417	child_of
1208	2930	child_of
1024	3382	child_of
2100	1562	child_of
1562	304	child_of
3021	1461	child_of
3021	1475	linked_to
3021	2363	linked_to
2706	2829	child_of
3960	1093	child_of
3442	2709	child_of
598	3508	child_of
888	2385	child_of
3692	1968	child_of
3908	1981	child_of
3908	3290	linked_to
2145	3074	child_of
2770	2047	child_of
2047	3606	child_of
1540	3307	child_of
978	3994	child_of
437	2331	child_of
3658	1620	child_of
3071	2767	child_of
2767	2135	child_of
2299	2767	child_of
2299	398	linked_to
402	2847	child_of
913	2011	child_of
913	191	linked_to
1055	526	child_of
1985	2519	child_of
2170	2051	child_of
2170	119	linked_to
2170	2432	linked_to
2170	2184	linked_to
2170	251	linked_to
2170	4033	linked_to
2170	71	linked_to
2170	1502	linked_to
2170	2181	linked_to
2170	678	linked_to
2170	2766	linked_to
2170	2738	linked_to
2170	1836	linked_to
2170	1749	linked_to
2170	4061	linked_to
2170	1837	linked_to
2728	453	child_of
3086	2202	child_of
3428	183	child_of
3428	594	linked_to
3428	496	linked_to
656	1322	child_of
340	235	child_of
1660	3897	child_of
1510	1803	child_of
1510	3593	linked_to
2339	1293	child_of
2113	1497	child_of
455	742	child_of
3211	742	child_of
3211	1602	linked_to
3090	764	child_of
3598	3470	child_of
2833	3083	child_of
2833	1589	linked_to
3475	3648	child_of
1764	1414	child_of
1764	517	linked_to
2209	1247	child_of
247	1187	child_of
1796	611	child_of
3527	2668	child_of
3527	2715	linked_to
3527	1404	linked_to
491	3707	child_of
491	3303	linked_to
491	3823	linked_to
2457	3267	child_of
2457	1919	linked_to
2457	3674	linked_to
2457	3459	linked_to
3610	84	child_of
3610	2008	linked_to
3610	2494	linked_to
3610	1146	linked_to
3610	972	linked_to
3610	1749	linked_to
293	924	child_of
293	2170	linked_to
3044	2497	child_of
3044	1915	linked_to
3044	2016	linked_to
3044	3474	linked_to
3044	2355	linked_to
3044	4000	linked_to
1704	646	child_of
3938	1883	child_of
2622	2725	child_of
2622	2891	linked_to
2622	511	linked_to
1175	2839	child_of
3864	389	child_of
2515	553	child_of
2515	3226	linked_to
4039	2202	child_of
3448	166	child_of
1144	1195	child_of
760	3883	child_of
2358	2074	child_of
1650	2452	child_of
1170	2043	child_of
2927	2986	child_of
76	1614	child_of
76	641	linked_to
617	2350	child_of
3421	143	child_of
3421	2315	linked_to
3421	3307	linked_to
3768	3539	child_of
2531	728	child_of
2531	2642	linked_to
2923	3010	child_of
2923	2186	linked_to
985	1945	child_of
2367	2114	child_of
2367	1470	linked_to
3935	3666	child_of
3935	1259	linked_to
3935	3465	linked_to
1419	2479	child_of
2656	749	child_of
227	3130	child_of
1514	497	child_of
3118	2124	child_of
2215	3957	child_of
608	396	child_of
608	4060	linked_to
3334	730	child_of
3334	2879	linked_to
3334	1392	linked_to
1930	1299	child_of
349	1603	child_of
3042	2310	child_of
535	2346	child_of
3657	2134	child_of
1580	3201	child_of
1267	3811	child_of
2979	878	child_of
2528	3257	child_of
4011	3604	child_of
3514	1686	child_of
199	3857	child_of
199	2153	linked_to
652	3160	child_of
3453	1411	child_of
3779	2186	child_of
3779	395	linked_to
2436	2130	child_of
2987	2475	child_of
542	989	child_of
1913	4090	child_of
3644	1913	child_of
1213	3113	child_of
2814	1056	child_of
183	969	child_of
183	914	linked_to
183	1146	linked_to
1550	3559	child_of
2906	238	child_of
2548	20	child_of
933	2391	child_of
3198	270	child_of
1750	1038	child_of
4078	4113	child_of
2663	464	child_of
881	3180	child_of
3774	931	child_of
2020	1451	child_of
1353	4108	child_of
2667	1315	child_of
2496	964	child_of
3742	1794	child_of
3190	4039	child_of
229	3014	child_of
620	3029	child_of
3562	2912	child_of
4019	1183	child_of
2171	1065	child_of
2477	625	child_of
600	1124	child_of
1619	3790	child_of
3863	531	child_of
1101	3078	child_of
2314	2460	child_of
2314	2613	linked_to
472	1768	child_of
1591	3215	child_of
2884	1156	child_of
2689	2884	child_of
1340	1689	child_of
1340	1749	linked_to
8	4119	child_of
2264	1938	child_of
850	2029	child_of
3811	576	child_of
1410	1212	child_of
453	4039	child_of
2300	582	child_of
1822	1612	child_of
3834	2202	child_of
3834	1146	linked_to
3834	3319	linked_to
3087	1769	child_of
357	2139	child_of
3983	1916	child_of
2856	2589	child_of
3074	2030	child_of
2030	2647	child_of
2398	212	child_of
1200	283	child_of
1432	3720	child_of
3284	2290	child_of
398	3071	child_of
2307	3209	child_of
3719	801	child_of
1463	3706	child_of
2937	3768	child_of
333	115	child_of
2177	714	child_of
2623	2743	child_of
1212	3086	child_of
3865	1769	child_of
2404	1543	child_of
805	1117	child_of
3313	310	child_of
1378	1536	child_of
224	2924	child_of
2704	224	child_of
1882	1594	child_of
3223	890	child_of
3341	3695	child_of
310	1697	child_of
3841	293	child_of
2892	3157	child_of
3417	591	child_of
1834	1712	child_of
2562	3043	child_of
618	2523	child_of
1289	39	child_of
3368	281	child_of
3368	1196	linked_to
267	2703	child_of
2242	267	child_of
3722	773	child_of
1279	3722	child_of
2932	3713	child_of
2932	1096	linked_to
2932	3668	linked_to
2932	930	linked_to
2932	3429	linked_to
2932	2725	linked_to
2932	3515	linked_to
254	2593	child_of
254	3940	linked_to
1597	853	child_of
2811	2018	child_of
2811	1315	linked_to
848	264	child_of
3636	2951	child_of
2104	3186	child_of
1022	3878	child_of
3783	3836	child_of
1953	245	child_of
373	1300	child_of
2564	2161	child_of
2133	1002	child_of
3579	3118	child_of
3579	705	linked_to
3040	3968	child_of
177	1821	child_of
3830	3576	child_of
2921	439	child_of
2921	2511	linked_to
2921	2170	linked_to
2921	1	linked_to
2921	217	linked_to
533	3376	child_of
1810	677	child_of
2380	1921	child_of
567	966	child_of
1191	1311	child_of
1191	3048	linked_to
3852	1756	child_of
6	1343	child_of
2385	4000	child_of
2385	3044	linked_to
3951	682	child_of
3951	381	linked_to
3951	3143	linked_to
1293	1661	child_of
3046	2196	child_of
3046	1145	linked_to
149	3244	child_of
1621	1766	child_of
2962	2656	child_of
663	1710	child_of
3886	3866	child_of
2327	1973	child_of
609	1697	child_of
3433	609	child_of
1731	3433	child_of
182	309	child_of
2472	1486	child_of
1971	1077	child_of
3504	1638	child_of
2935	2936	child_of
3905	3217	child_of
3492	1929	child_of
3266	672	child_of
508	3407	child_of
2192	306	child_of
2449	1580	child_of
1366	898	child_of
1760	2974	child_of
363	1717	child_of
958	1877	child_of
3593	2170	child_of
3593	577	linked_to
3593	2686	linked_to
3593	2976	linked_to
3593	2688	linked_to
3129	2051	child_of
2810	1228	child_of
2271	1717	child_of
1849	3510	child_of
1382	2657	child_of
962	2527	child_of
438	975	child_of
438	3017	linked_to
438	1270	linked_to
2261	3634	child_of
2261	574	linked_to
2261	3496	linked_to
2261	1790	linked_to
2641	657	child_of
3411	1967	child_of
3666	1110	child_of
517	2756	child_of
517	961	linked_to
517	3961	linked_to
517	1586	linked_to
517	3619	linked_to
914	1371	child_of
2487	1688	child_of
916	1060	child_of
3487	90	child_of
2235	2176	child_of
2235	1206	linked_to
3949	3973	child_of
3303	428	child_of
3303	1371	linked_to
3303	3301	linked_to
3303	55	linked_to
981	3718	child_of
277	2868	child_of
2949	3324	child_of
3102	1251	child_of
2252	1953	child_of
2423	2994	child_of
1152	1500	child_of
1511	2135	child_of
430	2103	child_of
745	3146	child_of
3174	2266	child_of
3174	1493	linked_to
3174	833	linked_to
3174	2663	linked_to
2603	1491	child_of
2603	3217	linked_to
2603	1437	linked_to
2603	1236	linked_to
2603	2313	linked_to
2603	930	linked_to
2649	3654	child_of
2649	2016	linked_to
2649	719	linked_to
2649	2355	linked_to
1992	2144	child_of
1581	1402	child_of
1241	1274	child_of
594	3301	child_of
1476	1661	child_of
1876	269	child_of
1876	3154	linked_to
1876	1428	linked_to
2340	2927	child_of
3233	646	child_of
3233	2751	linked_to
3429	500	child_of
264	3993	child_of
680	708	child_of
1402	1647	child_of
874	2471	child_of
2389	3266	child_of
1859	2020	child_of
3615	1810	child_of
3199	2340	child_of
2732	2906	child_of
2732	3871	linked_to
3271	2113	child_of
3271	3073	linked_to
2026	1903	child_of
2344	2849	child_of
886	3756	child_of
1594	814	child_of
324	3717	child_of
324	1704	linked_to
337	1000	child_of
3224	1520	child_of
3224	4035	linked_to
3224	1405	linked_to
2655	2944	child_of
2671	1356	child_of
1667	2127	child_of
1412	556	child_of
915	2091	child_of
825	666	child_of
1443	1401	child_of
2092	2648	child_of
2654	122	child_of
3241	2007	child_of
3231	4071	child_of
519	544	child_of
737	94	child_of
737	2170	linked_to
737	1146	linked_to
1192	2641	child_of
1001	2820	child_of
1001	2715	linked_to
2701	2820	child_of
2701	2355	linked_to
1674	849	child_of
3570	2104	child_of
3192	3295	child_of
2581	2751	child_of
3441	4074	child_of
1665	95	child_of
2270	519	child_of
1180	2215	child_of
1437	751	child_of
4072	3494	child_of
4072	2969	linked_to
298	3205	child_of
3792	2153	child_of
3792	2870	linked_to
3028	2196	child_of
2098	2943	child_of
1853	1492	child_of
1397	333	child_of
668	3979	child_of
889	3701	child_of
3694	2230	child_of
1924	3219	child_of
2351	1401	child_of
2845	3707	child_of
2845	496	linked_to
2845	3823	linked_to
3461	3292	child_of
3748	18	child_of
213	2017	child_of
1722	3571	child_of
972	2009	child_of
2112	3875	child_of
2296	2257	child_of
2296	1388	linked_to
2296	3901	linked_to
3503	2807	child_of
2644	3342	child_of
3387	1078	child_of
3387	3593	linked_to
3387	1469	linked_to
3879	3966	child_of
2737	1383	child_of
2907	4112	child_of
1242	2353	child_of
1242	1788	linked_to
1655	3787	child_of
356	1363	child_of
954	3575	child_of
4027	2907	child_of
3816	2347	child_of
3337	2207	child_of
3337	1035	linked_to
2794	2893	child_of
1647	2459	child_of
2850	2719	child_of
2850	3681	linked_to
1585	1642	child_of
2150	2455	child_of
2763	3640	child_of
3278	228	child_of
3987	948	child_of
2482	167	child_of
2482	1118	linked_to
1104	460	child_of
1104	3523	linked_to
3501	148	child_of
1447	4078	child_of
587	1014	child_of
2400	749	child_of
1909	553	child_of
1909	1719	linked_to
1909	2027	linked_to
1909	3226	linked_to
3793	2776	child_of
2917	3679	child_of
3790	2561	child_of
237	2399	child_of
2495	1081	child_of
3029	1082	child_of
3029	1749	linked_to
1356	1385	child_of
1831	304	child_of
275	1831	child_of
971	748	child_of
138	2401	child_of
3803	1493	child_of
3045	1267	child_of
3045	1455	linked_to
3045	3523	linked_to
2468	1555	child_of
2468	2707	linked_to
2468	4010	linked_to
1946	2997	child_of
1537	3990	child_of
772	1786	child_of
148	3218	child_of
3638	1382	child_of
2060	1741	child_of
278	2386	child_of
3590	583	child_of
1727	1728	child_of
4105	138	child_of
2249	310	child_of
1165	1962	child_of
3152	1549	child_of
2764	1708	child_of
4082	1764	child_of
4008	4003	child_of
1062	1580	child_of
590	2078	child_of
1774	334	child_of
2072	941	child_of
461	3492	child_of
1023	3675	child_of
1023	1182	linked_to
3675	1356	child_of
412	1729	child_of
2258	2611	child_of
3330	1789	child_of
1037	3113	child_of
2488	1459	child_of
286	2943	child_of
1317	495	child_of
3220	1034	child_of
781	2404	child_of
3680	1640	child_of
2213	889	child_of
495	3254	child_of
2984	1648	child_of
1718	3540	child_of
4065	1277	child_of
2248	554	child_of
1028	3235	child_of
1028	1995	linked_to
3235	918	child_of
2966	3218	child_of
4092	1262	child_of
3837	2014	child_of
852	2047	child_of
320	1044	child_of
2055	1571	child_of
1489	2077	child_of
742	2966	child_of
1070	35	child_of
3403	3360	child_of
4069	3753	child_of
4069	1678	linked_to
2381	624	child_of
2381	3396	linked_to
2997	882	child_of
1183	2054	child_of
2777	3123	child_of
2777	553	linked_to
3910	1758	child_of
1791	3817	child_of
1791	3593	linked_to
1791	235	linked_to
1791	1041	linked_to
2829	2491	child_of
381	147	child_of
3600	1556	child_of
3440	1900	child_of
566	3756	child_of
3106	1332	child_of
3106	3169	linked_to
3106	1988	linked_to
1361	1955	child_of
1361	3510	linked_to
4004	3993	child_of
2543	385	child_of
897	4051	child_of
2462	394	child_of
1926	55	child_of
1926	3585	linked_to
1926	2269	linked_to
1926	1079	linked_to
1926	491	linked_to
1926	168	linked_to
3589	368	child_of
2877	2187	child_of
691	2428	child_of
72	3426	child_of
1846	1980	child_of
1249	2202	child_of
865	3006	child_of
1391	3934	child_of
35	192	child_of
393	3252	child_of
3252	731	child_of
3752	4123	child_of
2536	2475	child_of
1935	1533	child_of
3924	1486	child_of
1598	1108	child_of
3007	351	child_of
351	2135	child_of
3631	3874	child_of
3415	3942	child_of
2983	2696	child_of
3309	205	child_of
205	1557	child_of
390	3500	child_of
1246	363	child_of
1754	926	child_of
2359	1842	child_of
1837	2691	child_of
3412	1329	child_of
3412	251	linked_to
3412	2873	linked_to
3057	3121	child_of
3057	1197	linked_to
766	1393	child_of
766	1947	linked_to
766	2888	linked_to
766	1562	linked_to
766	1354	linked_to
766	3419	linked_to
766	772	linked_to
1	46	child_of
1	3412	linked_to
1790	783	child_of
1132	391	child_of
1132	2424	linked_to
807	4014	child_of
1500	2616	child_of
103	1758	child_of
42	772	child_of
42	1393	linked_to
3133	3791	child_of
3791	1145	child_of
2498	4053	child_of
2498	865	linked_to
2498	3434	linked_to
2342	770	child_of
1136	1045	child_of
792	4059	child_of
647	3491	child_of
647	3737	linked_to
647	3866	linked_to
647	1410	linked_to
647	3267	linked_to
37	3365	child_of
3654	3934	child_of
3654	1391	linked_to
