"SUID","canonicalName","Edge_conflicts","interaction","name","NeXO relation type","selected","shared interaction","shared name"
"43747","9239 (2) S000005480","","2","9239 (2) S000005480","additional_gene_association","false","2","9239 (2) S000005480"
"28428","6644 (2) S000003862","","2","6644 (2) S000003862","additional_gene_association","false","2","6644 (2) S000003862"
"30609","9713 (2) S000004177","","2","9713 (2) S000004177","additional_gene_association","false","2","9713 (2) S000004177"
"30700","8539 (2) S000001126","","2","8539 (2) S000001126","additional_gene_association","false","2","8539 (2) S000001126"
"31631","6904 (2) S000001444","","2","6904 (2) S000001444","additional_gene_association","false","2","6904 (2) S000001444"
"29128","9920 (2) S000006027","","2","9920 (2) S000006027","additional_gene_association","false","2","9920 (2) S000006027"
"14694","10007 (pp) 9890","perfect","pp","10007 (pp) 9890","parent_of","false","pp","10007 (pp) 9890"
"22068","8563 (4) S000001240","","4","8563 (4) S000001240","additional_gene_association","false","4","8563 (4) S000001240"
"10435","9780 (pp) S000004702","","pp","9780 (pp) S000004702","gene_association","false","pp","9780 (pp) S000004702"
"19405","9293 (1) 8947","","1","9293 (1) 8947","additional_parent_of","false","1","9293 (1) 8947"
"27013","9676 (2) S000005160","","2","9676 (2) S000005160","additional_gene_association","false","2","9676 (2) S000005160"
"42221","7422 (2) S000002666","","2","7422 (2) S000002666","additional_gene_association","false","2","7422 (2) S000002666"
"29638","9428 (4) S000002321","","4","9428 (4) S000002321","additional_gene_association","false","4","9428 (4) S000002321"
"20067","9193 (2) S000000814","","2","9193 (2) S000000814","additional_gene_association","false","2","9193 (2) S000000814"
"24011","8822 (2) S000006221","","2","8822 (2) S000006221","additional_gene_association","false","2","8822 (2) S000006221"
"31925","8866 (2) S000002359","","2","8866 (2) S000002359","additional_gene_association","false","2","8866 (2) S000002359"
"37708","8626 (2) S000002332","","2","8626 (2) S000002332","additional_gene_association","false","2","8626 (2) S000002332"
"9770","9864 (pp) 9508","","pp","9864 (pp) 9508","parent_of","false","pp","9864 (pp) 9508"
"32547","7893 (2) S000005684","","2","7893 (2) S000005684","additional_gene_association","false","2","7893 (2) S000005684"
"18125","8655 (pp) S000000191","","pp","8655 (pp) S000000191","gene_association","false","pp","8655 (pp) S000000191"
"37316","8120 (2) S000004837","","2","8120 (2) S000004837","additional_gene_association","false","2","8120 (2) S000004837"
"41811","9225 (4) S000001314","","4","9225 (4) S000001314","additional_gene_association","false","4","9225 (4) S000001314"
"24699","7089 (2) S000000156","","2","7089 (2) S000000156","additional_gene_association","false","2","7089 (2) S000000156"
"33459","9127 (4) S000003446","","4","9127 (4) S000003446","additional_gene_association","false","4","9127 (4) S000003446"
"13789","6042 (pp) S000000155","","pp","6042 (pp) S000000155","gene_association","false","pp","6042 (pp) S000000155"
"32667","8063 (2) S000003136","","2","8063 (2) S000003136","additional_gene_association","false","2","8063 (2) S000003136"
"36039","5896 (2) S000000659","","2","5896 (2) S000000659","additional_gene_association","false","2","5896 (2) S000000659"
"15057","6051 (pp) 5274","","pp","6051 (pp) 5274","parent_of","false","pp","6051 (pp) 5274"
"28818","5827 (2) S000004997","","2","5827 (2) S000004997","additional_gene_association","false","2","5827 (2) S000004997"
"34416","6694 (2) S000003273","","2","6694 (2) S000003273","additional_gene_association","false","2","6694 (2) S000003273"
"14963","9562 (pp) 8816","perfect","pp","9562 (pp) 8816","parent_of","false","pp","9562 (pp) 8816"
"13774","6163 (pp) 5064","","pp","6163 (pp) 5064","parent_of","false","pp","6163 (pp) 5064"
"27408","8672 (2) S000004359","","2","8672 (2) S000004359","additional_gene_association","false","2","8672 (2) S000004359"
"30429","9204 (4) S000004481","","4","9204 (4) S000004481","additional_gene_association","false","4","9204 (4) S000004481"
"42197","9592 (2) S000002273","","2","9592 (2) S000002273","additional_gene_association","false","2","9592 (2) S000002273"
"18477","9147 (1) 9713","","1","9147 (1) 9713","additional_parent_of","false","1","9147 (1) 9713"
"36902","7113 (2) S000001270","","2","7113 (2) S000001270","additional_gene_association","false","2","7113 (2) S000001270"
"37423","9483 (4) S000003350","","4","9483 (4) S000003350","additional_gene_association","false","4","9483 (4) S000003350"
"21744","9494 (4) S000003143","","4","9494 (4) S000003143","additional_gene_association","false","4","9494 (4) S000003143"
"12594","7807 (pp) S000001465","","pp","7807 (pp) S000001465","gene_association","false","pp","7807 (pp) S000001465"
"39532","9015 (4) S000005595","","4","9015 (4) S000005595","additional_gene_association","false","4","9015 (4) S000005595"
"34348","6817 (2) S000004924","","2","6817 (2) S000004924","additional_gene_association","false","2","6817 (2) S000004924"
"17671","8228 (pp) S000001065","","pp","8228 (pp) S000001065","gene_association","false","pp","8228 (pp) S000001065"
"20866","8709 (4) S000003651","","4","8709 (4) S000003651","additional_gene_association","false","4","8709 (4) S000003651"
"37921","8060 (2) S000004994","","2","8060 (2) S000004994","additional_gene_association","false","2","8060 (2) S000004994"
"11234","7731 (pp) 6192","","pp","7731 (pp) 6192","parent_of","false","pp","7731 (pp) 6192"
"31835","6588 (2) S000005549","","2","6588 (2) S000005549","additional_gene_association","false","2","6588 (2) S000005549"
"39651","9519 (4) S000001410","","4","9519 (4) S000001410","additional_gene_association","false","4","9519 (4) S000001410"
"25358","9651 (2) S000003963","","2","9651 (2) S000003963","additional_gene_association","false","2","9651 (2) S000003963"
"35652","9351 (2) S000002186","","2","9351 (2) S000002186","additional_gene_association","false","2","9351 (2) S000002186"
"24180","8499 (2) S000005615","","2","8499 (2) S000005615","additional_gene_association","false","2","8499 (2) S000005615"
"36920","8557 (4) S000005057","","4","8557 (4) S000005057","additional_gene_association","false","4","8557 (4) S000005057"
"18948","5794 (1) 8811","","1","5794 (1) 8811","additional_parent_of","false","1","5794 (1) 8811"
"29312","5416 (2) S000003047","","2","5416 (2) S000003047","additional_gene_association","false","2","5416 (2) S000003047"
"41035","9550 (4) S000005964","","4","9550 (4) S000005964","additional_gene_association","false","4","9550 (4) S000005964"
"36523","9615 (2) S000000912","","2","9615 (2) S000000912","additional_gene_association","false","2","9615 (2) S000000912"
"30815","7863 (2) S000003770","","2","7863 (2) S000003770","additional_gene_association","false","2","7863 (2) S000003770"
"21699","6986 (4) S000001563","","4","6986 (4) S000001563","additional_gene_association","false","4","6986 (4) S000001563"
"24885","5550 (2) S000002369","","2","5550 (2) S000002369","additional_gene_association","false","2","5550 (2) S000002369"
"36875","6915 (2) S000000927","","2","6915 (2) S000000927","additional_gene_association","false","2","6915 (2) S000000927"
"42908","7598 (2) S000005564","","2","7598 (2) S000005564","additional_gene_association","false","2","7598 (2) S000005564"
"38584","6977 (2) S000002823","","2","6977 (2) S000002823","additional_gene_association","false","2","6977 (2) S000002823"
"38180","7173 (2) S000002976","","2","7173 (2) S000002976","additional_gene_association","false","2","7173 (2) S000002976"
"17565","7513 (pp) 7037","","pp","7513 (pp) 7037","parent_of","false","pp","7513 (pp) 7037"
"32400","9373 (4) S000001357","","4","9373 (4) S000001357","additional_gene_association","false","4","9373 (4) S000001357"
"20102","9816 (4) S000004424","","4","9816 (4) S000004424","additional_gene_association","false","4","9816 (4) S000004424"
"30193","8466 (2) S000000065","","2","8466 (2) S000000065","additional_gene_association","false","2","8466 (2) S000000065"
"42121","8620 (4) S000005819","","4","8620 (4) S000005819","additional_gene_association","false","4","8620 (4) S000005819"
"24143","9323 (2) S000004317","","2","9323 (2) S000004317","additional_gene_association","false","2","9323 (2) S000004317"
"40601","9389 (2) S000005054","","2","9389 (2) S000005054","additional_gene_association","false","2","9389 (2) S000005054"
"15456","5311 (pp) S000003018","","pp","5311 (pp) S000003018","gene_association","false","pp","5311 (pp) S000003018"
"28064","9597 (4) S000002965","","4","9597 (4) S000002965","additional_gene_association","false","4","9597 (4) S000002965"
"38325","5831 (2) S000001461","","2","5831 (2) S000001461","additional_gene_association","false","2","5831 (2) S000001461"
"37775","6028 (2) S000004155","","2","6028 (2) S000004155","additional_gene_association","false","2","6028 (2) S000004155"
"13466","9919 (pp) 9835","","pp","9919 (pp) 9835","parent_of","false","pp","9919 (pp) 9835"
"19319","9723 (1) 9561","","1","9723 (1) 9561","additional_parent_of","false","1","9723 (1) 9561"
"34351","6817 (2) S000004659","","2","6817 (2) S000004659","additional_gene_association","false","2","6817 (2) S000004659"
"39596","9519 (4) S000002879","","4","9519 (4) S000002879","additional_gene_association","false","4","9519 (4) S000002879"
"32528","7893 (4) S000006395","","4","7893 (4) S000006395","additional_gene_association","false","4","7893 (4) S000006395"
"28827","6385 (2) S000002918","","2","6385 (2) S000002918","additional_gene_association","false","2","6385 (2) S000002918"
"20238","5905 (4) S000005521","","4","5905 (4) S000005521","additional_gene_association","false","4","5905 (4) S000005521"
"20275","7595 (2) S000006314","","2","7595 (2) S000006314","additional_gene_association","false","2","7595 (2) S000006314"
"24936","7613 (2) S000000957","","2","7613 (2) S000000957","additional_gene_association","false","2","7613 (2) S000000957"
"11521","6711 (pp) S000002969","","pp","6711 (pp) S000002969","gene_association","false","pp","6711 (pp) S000002969"
"29072","9920 (2) S000000383","","2","9920 (2) S000000383","additional_gene_association","false","2","9920 (2) S000000383"
"16595","5326 (pp) S000001079","","pp","5326 (pp) S000001079","gene_association","false","pp","5326 (pp) S000001079"
"29494","7896 (4) S000002265","","4","7896 (4) S000002265","additional_gene_association","false","4","7896 (4) S000002265"
"40050","8246 (2) S000000808","","2","8246 (2) S000000808","additional_gene_association","false","2","8246 (2) S000000808"
"15972","9207 (pp) S000002577","","pp","9207 (pp) S000002577","gene_association","false","pp","9207 (pp) S000002577"
"26421","8260 (2) S000006190","","2","8260 (2) S000006190","additional_gene_association","false","2","8260 (2) S000006190"
"23794","8398 (4) S000005876","","4","8398 (4) S000005876","additional_gene_association","false","4","8398 (4) S000005876"
"27613","5590 (2) S000004352","","2","5590 (2) S000004352","additional_gene_association","false","2","5590 (2) S000004352"
"18246","6835 (pp) S000001484","","pp","6835 (pp) S000001484","gene_association","false","pp","6835 (pp) S000001484"
"19263","9916 (1) 9072","","1","9916 (1) 9072","additional_parent_of","false","1","9916 (1) 9072"
"23714","8697 (4) S000002588","","4","8697 (4) S000002588","additional_gene_association","false","4","8697 (4) S000002588"
"42494","5954 (2) S000003808","","2","5954 (2) S000003808","additional_gene_association","false","2","5954 (2) S000003808"
"35230","9079 (4) S000002399","","4","9079 (4) S000002399","additional_gene_association","false","4","9079 (4) S000002399"
"36508","9615 (4) S000006141","","4","9615 (4) S000006141","additional_gene_association","false","4","9615 (4) S000006141"
"12249","6929 (pp) S000000852","","pp","6929 (pp) S000000852","gene_association","false","pp","6929 (pp) S000000852"
"17798","7058 (pp) 6791","perfect","pp","7058 (pp) 6791","parent_of","false","pp","7058 (pp) 6791"
"39666","9519 (2) S000004732","","2","9519 (2) S000004732","additional_gene_association","false","2","9519 (2) S000004732"
"18102","5733 (pp) S000005146","","pp","5733 (pp) S000005146","gene_association","false","pp","5733 (pp) S000005146"
"22091","8770 (2) S000004362","","2","8770 (2) S000004362","additional_gene_association","false","2","8770 (2) S000004362"
"23203","8852 (4) S000005076","","4","8852 (4) S000005076","additional_gene_association","false","4","8852 (4) S000005076"
"31493","8032 (2) S000001727","","2","8032 (2) S000001727","additional_gene_association","false","2","8032 (2) S000001727"
"9900","8528 (pp) 7072","","pp","8528 (pp) 7072","parent_of","false","pp","8528 (pp) 7072"
"10353","5643 (pp) S000001020","","pp","5643 (pp) S000001020","gene_association","false","pp","5643 (pp) S000001020"
"9366","7450 (pp) 6329","","pp","7450 (pp) 6329","parent_of","false","pp","7450 (pp) 6329"
"42594","9060 (2) S000003322","","2","9060 (2) S000003322","additional_gene_association","false","2","9060 (2) S000003322"
"14759","8644 (pp) 7958","","pp","8644 (pp) 7958","parent_of","false","pp","8644 (pp) 7958"
"28414","6713 (2) S000004625","","2","6713 (2) S000004625","additional_gene_association","false","2","6713 (2) S000004625"
"32115","9657 (2) S000001551","","2","9657 (2) S000001551","additional_gene_association","false","2","9657 (2) S000001551"
"21076","6205 (2) S000003780","","2","6205 (2) S000003780","additional_gene_association","false","2","6205 (2) S000003780"
"42404","6849 (2) S000003962","","2","6849 (2) S000003962","additional_gene_association","false","2","6849 (2) S000003962"
"39632","9519 (4) S000003645","","4","9519 (4) S000003645","additional_gene_association","false","4","9519 (4) S000003645"
"28530","8337 (2) S000003119","","2","8337 (2) S000003119","additional_gene_association","false","2","8337 (2) S000003119"
"24295","8817 (2) S000004018","","2","8817 (2) S000004018","additional_gene_association","false","2","8817 (2) S000004018"
"21984","8582 (2) S000000661","","2","8582 (2) S000000661","additional_gene_association","false","2","8582 (2) S000000661"
"38067","7824 (2) S000000389","","2","7824 (2) S000000389","additional_gene_association","false","2","7824 (2) S000000389"
"35460","7876 (2) S000004712","","2","7876 (2) S000004712","additional_gene_association","false","2","7876 (2) S000004712"
"33252","9503 (4) S000000904","","4","9503 (4) S000000904","additional_gene_association","false","4","9503 (4) S000000904"
"16400","9513 (pp) 9253","","pp","9513 (pp) 9253","parent_of","false","pp","9513 (pp) 9253"
"25721","7566 (4) S000004976","","4","7566 (4) S000004976","additional_gene_association","false","4","7566 (4) S000004976"
"30252","9568 (4) S000000959","","4","9568 (4) S000000959","additional_gene_association","false","4","9568 (4) S000000959"
"9876","7601 (pp) S000001357","","pp","7601 (pp) S000001357","gene_association","false","pp","7601 (pp) S000001357"
"43531","7970 (2) S000006229","","2","7970 (2) S000006229","additional_gene_association","false","2","7970 (2) S000006229"
"33065","8475 (2) S000003719","","2","8475 (2) S000003719","additional_gene_association","false","2","8475 (2) S000003719"
"33722","6797 (2) S000003117","","2","6797 (2) S000003117","additional_gene_association","false","2","6797 (2) S000003117"
"37918","8060 (2) S000004906","","2","8060 (2) S000004906","additional_gene_association","false","2","8060 (2) S000004906"
"26991","9676 (4) S000005004","","4","9676 (4) S000005004","additional_gene_association","false","4","9676 (4) S000005004"
"20854","8709 (4) S000002625","","4","8709 (4) S000002625","additional_gene_association","false","4","8709 (4) S000002625"
"41246","9749 (2) S000001258","","2","9749 (2) S000001258","additional_gene_association","false","2","9749 (2) S000001258"
"33533","9335 (4) S000005054","","4","9335 (4) S000005054","additional_gene_association","false","4","9335 (4) S000005054"
"22529","5517 (2) S000002946","","2","5517 (2) S000002946","additional_gene_association","false","2","5517 (2) S000002946"
"12987","5323 (pp) S000005913","","pp","5323 (pp) S000005913","gene_association","false","pp","5323 (pp) S000005913"
"32196","6238 (2) S000003571","","2","6238 (2) S000003571","additional_gene_association","false","2","6238 (2) S000003571"
"9295","7189 (pp) S000002843","","pp","7189 (pp) S000002843","gene_association","false","pp","7189 (pp) S000002843"
"19655","8888 (1) 9119","","1","8888 (1) 9119","additional_parent_of","false","1","8888 (1) 9119"
"29964","7602 (2) S000001357","","2","7602 (2) S000001357","additional_gene_association","false","2","7602 (2) S000001357"
"27313","7291 (2) S000002388","","2","7291 (2) S000002388","additional_gene_association","false","2","7291 (2) S000002388"
"39319","8700 (4) S000004311","","4","8700 (4) S000004311","additional_gene_association","false","4","8700 (4) S000004311"
"29114","9920 (2) S000002349","","2","9920 (2) S000002349","additional_gene_association","false","2","9920 (2) S000002349"
"39024","7740 (2) S000003642","","2","7740 (2) S000003642","additional_gene_association","false","2","7740 (2) S000003642"
"11441","6477 (pp) S000004287","","pp","6477 (pp) S000004287","gene_association","false","pp","6477 (pp) S000004287"
"36932","8557 (4) S000001185","","4","8557 (4) S000001185","additional_gene_association","false","4","8557 (4) S000001185"
"34805","8441 (2) S000002904","","2","8441 (2) S000002904","additional_gene_association","false","2","8441 (2) S000002904"
"14283","8709 (pp) S000002411","","pp","8709 (pp) S000002411","gene_association","false","pp","8709 (pp) S000002411"
"40160","9089 (2) S000002633","","2","9089 (2) S000002633","additional_gene_association","false","2","9089 (2) S000002633"
"22988","6489 (2) S000001900","","2","6489 (2) S000001900","additional_gene_association","false","2","6489 (2) S000001900"
"10809","8345 (pp) S000005258","","pp","8345 (pp) S000005258","gene_association","false","pp","8345 (pp) S000005258"
"41181","9749 (2) S000006041","","2","9749 (2) S000006041","additional_gene_association","false","2","9749 (2) S000006041"
"12339","8378 (pp) 7688","perfect","pp","8378 (pp) 7688","parent_of","false","pp","8378 (pp) 7688"
"26156","9535 (4) S000001208","","4","9535 (4) S000001208","additional_gene_association","false","4","9535 (4) S000001208"
"27547","8393 (2) S000000030","","2","8393 (2) S000000030","additional_gene_association","false","2","8393 (2) S000000030"
"22549","8668 (2) S000005732","","2","8668 (2) S000005732","additional_gene_association","false","2","8668 (2) S000005732"
"15207","6402 (pp) 6079","","pp","6402 (pp) 6079","parent_of","false","pp","6402 (pp) 6079"
"9827","9503 (pp) S000005480","","pp","9503 (pp) S000005480","gene_association","false","pp","9503 (pp) S000005480"
"35252","9079 (2) S000003460","","2","9079 (2) S000003460","additional_gene_association","false","2","9079 (2) S000003460"
"30602","9713 (2) S000003324","","2","9713 (2) S000003324","additional_gene_association","false","2","9713 (2) S000003324"
"35669","9587 (4) S000005334","","4","9587 (4) S000005334","additional_gene_association","false","4","9587 (4) S000005334"
"14701","5424 (pp) 5276","","pp","5424 (pp) 5276","parent_of","false","pp","5424 (pp) 5276"
"18470","8565 (1) 7896","","1","8565 (1) 7896","additional_parent_of","false","1","8565 (1) 7896"
"14923","7201 (pp) S000001147","","pp","7201 (pp) S000001147","gene_association","false","pp","7201 (pp) S000001147"
"17215","8159 (pp) S000005533","","pp","8159 (pp) S000005533","gene_association","false","pp","8159 (pp) S000005533"
"42355","9030 (2) S000005684","","2","9030 (2) S000005684","additional_gene_association","false","2","9030 (2) S000005684"
"21834","5680 (2) S000003366","","2","5680 (2) S000003366","additional_gene_association","false","2","5680 (2) S000003366"
"20515","5506 (2) S000003212","","2","5506 (2) S000003212","additional_gene_association","false","2","5506 (2) S000003212"
"18456","8646 (1) 8475","","1","8646 (1) 8475","additional_parent_of","false","1","8646 (1) 8475"
"29009","9920 (2) S000003367","","2","9920 (2) S000003367","additional_gene_association","false","2","9920 (2) S000003367"
"29939","6895 (2) S000004490","","2","6895 (2) S000004490","additional_gene_association","false","2","6895 (2) S000004490"
"36774","9211 (2) S000002666","","2","9211 (2) S000002666","additional_gene_association","false","2","9211 (2) S000002666"
"27854","5084 (2) S000006357","","2","5084 (2) S000006357","additional_gene_association","false","2","5084 (2) S000006357"
"16824","9476 (pp) 8479","perfect","pp","9476 (pp) 8479","parent_of","false","pp","9476 (pp) 8479"
"25635","8962 (2) S000005528","","2","8962 (2) S000005528","additional_gene_association","false","2","8962 (2) S000005528"
"13014","8476 (pp) 7870","","pp","8476 (pp) 7870","parent_of","false","pp","8476 (pp) 7870"
"38757","9538 (2) S000000309","","2","9538 (2) S000000309","additional_gene_association","false","2","9538 (2) S000000309"
"22449","9312 (4) S000000213","","4","9312 (4) S000000213","additional_gene_association","false","4","9312 (4) S000000213"
"35017","7788 (4) S000005224","","4","7788 (4) S000005224","additional_gene_association","false","4","7788 (4) S000005224"
"39468","8696 (2) S000005105","","2","8696 (2) S000005105","additional_gene_association","false","2","8696 (2) S000005105"
"19664","9251 (1) 9535","","1","9251 (1) 9535","additional_parent_of","false","1","9251 (1) 9535"
"12963","7860 (pp) S000001406","","pp","7860 (pp) S000001406","gene_association","false","pp","7860 (pp) S000001406"
"36323","6978 (2) S000004291","","2","6978 (2) S000004291","additional_gene_association","false","2","6978 (2) S000004291"
"28809","6957 (2) S000005986","","2","6957 (2) S000005986","additional_gene_association","false","2","6957 (2) S000005986"
"11060","9923 (pp) 9877","perfect","pp","9923 (pp) 9877","parent_of","false","pp","9923 (pp) 9877"
"16873","5644 (pp) S000001932","","pp","5644 (pp) S000001932","gene_association","false","pp","5644 (pp) S000001932"
"31270","9564 (4) S000003605","","4","9564 (4) S000003605","additional_gene_association","false","4","9564 (4) S000003605"
"35579","8078 (2) S000004997","","2","8078 (2) S000004997","additional_gene_association","false","2","8078 (2) S000004997"
"28854","5504 (2) S000000081","","2","5504 (2) S000000081","additional_gene_association","false","2","5504 (2) S000000081"
"12317","8376 (pp) S000001540","","pp","8376 (pp) S000001540","gene_association","false","pp","8376 (pp) S000001540"
"10792","9467 (pp) 9156","perfect","pp","9467 (pp) 9156","parent_of","false","pp","9467 (pp) 9156"
"32241","9165 (2) S000005153","","2","9165 (2) S000005153","additional_gene_association","false","2","9165 (2) S000005153"
"12268","6920 (pp) S000002609","","pp","6920 (pp) S000002609","gene_association","false","pp","6920 (pp) S000002609"
"28081","9597 (2) S000000752","","2","9597 (2) S000000752","additional_gene_association","false","2","9597 (2) S000000752"
"19919","6632 (2) S000000782","","2","6632 (2) S000000782","additional_gene_association","false","2","6632 (2) S000000782"
"30139","8947 (4) S000006052","","4","8947 (4) S000006052","additional_gene_association","false","4","8947 (4) S000006052"
"23949","8893 (2) S000000331","","2","8893 (2) S000000331","additional_gene_association","false","2","8893 (2) S000000331"
"18813","8376 (1) 8944","","1","8376 (1) 8944","additional_parent_of","false","1","8376 (1) 8944"
"14643","5940 (pp) S000001027","","pp","5940 (pp) S000001027","gene_association","false","pp","5940 (pp) S000001027"
"21800","9494 (2) S000005882","","2","9494 (2) S000005882","additional_gene_association","false","2","9494 (2) S000005882"
"17965","6636 (pp) S000006229","","pp","6636 (pp) S000006229","gene_association","false","pp","6636 (pp) S000006229"
"37137","7916 (2) S000006384","","2","7916 (2) S000006384","additional_gene_association","false","2","7916 (2) S000006384"
"13864","6635 (pp) 6634","","pp","6635 (pp) 6634","parent_of","false","pp","6635 (pp) 6634"
"26670","8534 (2) S000003577","","2","8534 (2) S000003577","additional_gene_association","false","2","8534 (2) S000003577"
"41074","9550 (4) S000004165","","4","9550 (4) S000004165","additional_gene_association","false","4","9550 (4) S000004165"
"29578","8968 (4) S000000119","","4","8968 (4) S000000119","additional_gene_association","false","4","8968 (4) S000000119"
"30233","7390 (2) S000003178","","2","7390 (2) S000003178","additional_gene_association","false","2","7390 (2) S000003178"
"12568","5309 (pp) S000005532","","pp","5309 (pp) S000005532","gene_association","false","pp","5309 (pp) S000005532"
"24189","8499 (2) S000005288","","2","8499 (2) S000005288","additional_gene_association","false","2","8499 (2) S000005288"
"22111","9427 (4) S000005363","","4","9427 (4) S000005363","additional_gene_association","false","4","9427 (4) S000005363"
"25719","7566 (4) S000003034","","4","7566 (4) S000003034","additional_gene_association","false","4","7566 (4) S000003034"
"17746","8441 (pp) S000003957","","pp","8441 (pp) S000003957","gene_association","false","pp","8441 (pp) S000003957"
"17891","8650 (pp) S000000311","","pp","8650 (pp) S000000311","gene_association","false","pp","8650 (pp) S000000311"
"13395","5930 (pp) S000004558","","pp","5930 (pp) S000004558","gene_association","false","pp","5930 (pp) S000004558"
"31821","5919 (2) S000003394","","2","5919 (2) S000003394","additional_gene_association","false","2","5919 (2) S000003394"
"24441","7919 (2) S000002885","","2","7919 (2) S000002885","additional_gene_association","false","2","7919 (2) S000002885"
"27044","9676 (2) S000000148","","2","9676 (2) S000000148","additional_gene_association","false","2","9676 (2) S000000148"
"31734","7655 (2) S000002724","","2","7655 (2) S000002724","additional_gene_association","false","2","7655 (2) S000002724"
"36613","5962 (4) S000003209","","4","5962 (4) S000003209","additional_gene_association","false","4","5962 (4) S000003209"
"41934","8550 (2) S000006169","","2","8550 (2) S000006169","additional_gene_association","false","2","8550 (2) S000006169"
"37638","8773 (2) S000000913","","2","8773 (2) S000000913","additional_gene_association","false","2","8773 (2) S000000913"
"13670","8668 (pp) S000001897","","pp","8668 (pp) S000001897","gene_association","false","pp","8668 (pp) S000001897"
"18059","9603 (pp) 9180","conflict","pp","9603 (pp) 9180","parent_of","false","pp","9603 (pp) 9180"
"15531","5276 (pp) S000006173","","pp","5276 (pp) S000006173","gene_association","false","pp","5276 (pp) S000006173"
"37304","7538 (2) S000004236","","2","7538 (2) S000004236","additional_gene_association","false","2","7538 (2) S000004236"
"33188","9508 (2) S000002534","","2","9508 (2) S000002534","additional_gene_association","false","2","9508 (2) S000002534"
"17485","6951 (pp) 5695","","pp","6951 (pp) 5695","parent_of","false","pp","6951 (pp) 5695"
"19398","9484 (1) 9186","","1","9484 (1) 9186","additional_parent_of","false","1","9484 (1) 9186"
"12604","8587 (pp) S000004416","","pp","8587 (pp) S000004416","gene_association","false","pp","8587 (pp) S000004416"
"22435","8785 (2) S000003323","","2","8785 (2) S000003323","additional_gene_association","false","2","8785 (2) S000003323"
"28193","7559 (4) S000006259","","4","7559 (4) S000006259","additional_gene_association","false","4","7559 (4) S000006259"
"38595","9249 (2) S000005245","","2","9249 (2) S000005245","additional_gene_association","false","2","9249 (2) S000005245"
"40608","9389 (2) S000002508","","2","9389 (2) S000002508","additional_gene_association","false","2","9389 (2) S000002508"
"42928","7587 (2) S000003026","","2","7587 (2) S000003026","additional_gene_association","false","2","7587 (2) S000003026"
"12274","6922 (pp) 5839","","pp","6922 (pp) 5839","parent_of","false","pp","6922 (pp) 5839"
"29458","8635 (2) S000001586","","2","8635 (2) S000001586","additional_gene_association","false","2","8635 (2) S000001586"
"20953","5939 (2) S000006348","","2","5939 (2) S000006348","additional_gene_association","false","2","5939 (2) S000006348"
"10193","8320 (pp) S000005941","","pp","8320 (pp) S000005941","gene_association","false","pp","8320 (pp) S000005941"
"20834","9830 (2) S000001902","","2","9830 (2) S000001902","additional_gene_association","false","2","9830 (2) S000001902"
"14446","5331 (pp) S000001810","","pp","5331 (pp) S000001810","gene_association","false","pp","5331 (pp) S000001810"
"18120","8244 (pp) 7638","","pp","8244 (pp) 7638","parent_of","false","pp","8244 (pp) 7638"
"11866","6908 (pp) S000002859","","pp","6908 (pp) S000002859","gene_association","false","pp","6908 (pp) S000002859"
"35780","7279 (2) S000000485","","2","7279 (2) S000000485","additional_gene_association","false","2","7279 (2) S000000485"
"32733","8715 (2) S000005973","","2","8715 (2) S000005973","additional_gene_association","false","2","8715 (2) S000005973"
"42505","5950 (2) S000002256","","2","5950 (2) S000002256","additional_gene_association","false","2","5950 (2) S000002256"
"34431","6341 (2) S000001900","","2","6341 (2) S000001900","additional_gene_association","false","2","6341 (2) S000001900"
"19883","8656 (2) S000001767","","2","8656 (2) S000001767","additional_gene_association","false","2","8656 (2) S000001767"
"21157","8473 (4) S000001385","","4","8473 (4) S000001385","additional_gene_association","false","4","8473 (4) S000001385"
"40394","5639 (2) S000003679","","2","5639 (2) S000003679","additional_gene_association","false","2","5639 (2) S000003679"
"30974","9780 (4) S000003606","","4","9780 (4) S000003606","additional_gene_association","false","4","9780 (4) S000003606"
"24653","6493 (2) S000004466","","2","6493 (2) S000004466","additional_gene_association","false","2","6493 (2) S000004466"
"19717","9504 (1) 8852","","1","9504 (1) 8852","additional_parent_of","false","1","9504 (1) 8852"
"41532","9385 (2) S000004487","","2","9385 (2) S000004487","additional_gene_association","false","2","9385 (2) S000004487"
"30332","6257 (2) S000001738","","2","6257 (2) S000001738","additional_gene_association","false","2","6257 (2) S000001738"
"31289","9564 (4) S000006348","","4","9564 (4) S000006348","additional_gene_association","false","4","9564 (4) S000006348"
"26253","9533 (4) S000005401","","4","9533 (4) S000005401","additional_gene_association","false","4","9533 (4) S000005401"
"20648","9707 (2) S000002717","","2","9707 (2) S000002717","additional_gene_association","false","2","9707 (2) S000002717"
"41634","8438 (2) S000002200","","2","8438 (2) S000002200","additional_gene_association","false","2","8438 (2) S000002200"
"16619","7769 (pp) 6986","","pp","7769 (pp) 6986","parent_of","false","pp","7769 (pp) 6986"
"13137","5528 (pp) S000005434","","pp","5528 (pp) S000005434","gene_association","false","pp","5528 (pp) S000005434"
"11084","6082 (pp) 6081","","pp","6082 (pp) 6081","parent_of","false","pp","6082 (pp) 6081"
"19486","9748 (1) 8303","","1","9748 (1) 8303","additional_parent_of","false","1","9748 (1) 8303"
"26897","6333 (2) S000003124","","2","6333 (2) S000003124","additional_gene_association","false","2","6333 (2) S000003124"
