"SUID","canonicalName","Edge_conflicts","interaction","name","NeXO relation type","selected","shared interaction","shared name"
"28892","9920 (2) S000002320","","2","9920 (2) S000002320","additional_gene_association","false","2","9920 (2) S000002320"
"42704","8573 (4) S000007611","","4","8573 (4) S000007611","additional_gene_association","false","4","8573 (4) S000007611"
"29491","7753 (2) S000003158","","2","7753 (2) S000003158","additional_gene_association","false","2","7753 (2) S000003158"
"22532","5138 (2) S000005925","","2","5138 (2) S000005925","additional_gene_association","false","2","5138 (2) S000005925"
"28524","8331 (2) S000005950","","2","8331 (2) S000005950","additional_gene_association","false","2","8331 (2) S000005950"
"11221","8632 (pp) S000002976","","pp","8632 (pp) S000002976","gene_association","false","pp","8632 (pp) S000002976"
"26615","8530 (4) S000003092","","4","8530 (4) S000003092","additional_gene_association","false","4","8530 (4) S000003092"
"37079","5307 (2) S000005041","","2","5307 (2) S000005041","additional_gene_association","false","2","5307 (2) S000005041"
"41473","9385 (4) S000004265","","4","9385 (4) S000004265","additional_gene_association","false","4","9385 (4) S000004265"
"29610","9428 (4) S000002482","","4","9428 (4) S000002482","additional_gene_association","false","4","9428 (4) S000002482"
"19047","8947 (1) 9533","","1","8947 (1) 9533","additional_parent_of","false","1","8947 (1) 9533"
"37278","7259 (2) S000006132","","2","7259 (2) S000006132","additional_gene_association","false","2","7259 (2) S000006132"
"43715","9239 (2) S000002295","","2","9239 (2) S000002295","additional_gene_association","false","2","9239 (2) S000002295"
"40029","8246 (2) S000003079","","2","8246 (2) S000003079","additional_gene_association","false","2","8246 (2) S000003079"
"18896","9488 (1) 10019","","1","9488 (1) 10019","additional_parent_of","false","1","9488 (1) 10019"
"25761","9403 (4) S000005188","","4","9403 (4) S000005188","additional_gene_association","false","4","9403 (4) S000005188"
"39386","6247 (2) S000005994","","2","6247 (2) S000005994","additional_gene_association","false","2","6247 (2) S000005994"
"42909","7598 (2) S000000128","","2","7598 (2) S000000128","additional_gene_association","false","2","7598 (2) S000000128"
"43145","6867 (2) S000001115","","2","6867 (2) S000001115","additional_gene_association","false","2","6867 (2) S000001115"
"38911","8762 (2) S000001869","","2","8762 (2) S000001869","additional_gene_association","false","2","8762 (2) S000001869"
"27404","8672 (2) S000003079","","2","8672 (2) S000003079","additional_gene_association","false","2","8672 (2) S000003079"
"31386","8536 (2) S000005785","","2","8536 (2) S000005785","additional_gene_association","false","2","8536 (2) S000005785"
"14342","8661 (pp) S000002552","","pp","8661 (pp) S000002552","gene_association","false","pp","8661 (pp) S000002552"
"26365","6107 (2) S000005777","","2","6107 (2) S000005777","additional_gene_association","false","2","6107 (2) S000005777"
"38043","6894 (2) S000002905","","2","6894 (2) S000002905","additional_gene_association","false","2","6894 (2) S000002905"
"22272","5131 (2) S000001600","","2","5131 (2) S000001600","additional_gene_association","false","2","5131 (2) S000001600"
"12777","9614 (pp) 9456","","pp","9614 (pp) 9456","parent_of","false","pp","9614 (pp) 9456"
"35102","8227 (2) S000005378","","2","8227 (2) S000005378","additional_gene_association","false","2","8227 (2) S000005378"
"42895","6821 (2) S000004373","","2","6821 (2) S000004373","additional_gene_association","false","2","6821 (2) S000004373"
"25689","6926 (2) S000004623","","2","6926 (2) S000004623","additional_gene_association","false","2","6926 (2) S000004623"
"38775","6787 (2) S000002796","","2","6787 (2) S000002796","additional_gene_association","false","2","6787 (2) S000002796"
"17881","5460 (pp) S000004245","","pp","5460 (pp) S000004245","gene_association","false","pp","5460 (pp) S000004245"
"39991","5145 (2) S000000935","","2","5145 (2) S000000935","additional_gene_association","false","2","5145 (2) S000000935"
"26094","7688 (2) S000004774","","2","7688 (2) S000004774","additional_gene_association","false","2","7688 (2) S000004774"
"23973","8822 (2) S000004575","","2","8822 (2) S000004575","additional_gene_association","false","2","8822 (2) S000004575"
"19225","7530 (1) 7893","","1","7530 (1) 7893","additional_parent_of","false","1","7530 (1) 7893"
"13280","6639 (pp) S000005665","","pp","6639 (pp) S000005665","gene_association","false","pp","6639 (pp) S000005665"
"17124","6706 (pp) S000004135","","pp","6706 (pp) S000004135","gene_association","false","pp","6706 (pp) S000004135"
"18435","9809 (1) 9768","","1","9809 (1) 9768","additional_parent_of","false","1","9809 (1) 9768"
"34148","8296 (2) S000000198","","2","8296 (2) S000000198","additional_gene_association","false","2","8296 (2) S000000198"
"34681","7998 (2) S000003224","","2","7998 (2) S000003224","additional_gene_association","false","2","7998 (2) S000003224"
"29146","9105 (4) S000001656","","4","9105 (4) S000001656","additional_gene_association","false","4","9105 (4) S000001656"
"21755","9494 (4) S000003927","","4","9494 (4) S000003927","additional_gene_association","false","4","9494 (4) S000003927"
"22385","8459 (2) S000001768","","2","8459 (2) S000001768","additional_gene_association","false","2","8459 (2) S000001768"
"15403","8443 (pp) 7308","","pp","8443 (pp) 7308","parent_of","false","pp","8443 (pp) 7308"
"25486","9306 (4) S000004924","","4","9306 (4) S000004924","additional_gene_association","false","4","9306 (4) S000004924"
"24242","8140 (2) S000006023","","2","8140 (2) S000006023","additional_gene_association","false","2","8140 (2) S000006023"
"11762","6296 (pp) 6295","","pp","6296 (pp) 6295","parent_of","false","pp","6296 (pp) 6295"
"16286","9286 (pp) S000000993","","pp","9286 (pp) S000000993","gene_association","false","pp","9286 (pp) S000000993"
"10748","7274 (pp) S000001681","","pp","7274 (pp) S000001681","gene_association","false","pp","7274 (pp) S000001681"
"32971","9524 (2) S000006055","","2","9524 (2) S000006055","additional_gene_association","false","2","9524 (2) S000006055"
"24830","5555 (2) S000000662","","2","5555 (2) S000000662","additional_gene_association","false","2","5555 (2) S000000662"
"10292","5679 (pp) S000005027","","pp","5679 (pp) S000005027","gene_association","false","pp","5679 (pp) S000005027"
"22831","6689 (2) S000001038","","2","6689 (2) S000001038","additional_gene_association","false","2","6689 (2) S000001038"
"22757","9347 (4) S000001249","","4","9347 (4) S000001249","additional_gene_association","false","4","9347 (4) S000001249"
"18687","9456 (1) 9523","","1","9456 (1) 9523","additional_parent_of","false","1","9456 (1) 9523"
"30555","9713 (2) S000006177","","2","9713 (2) S000006177","additional_gene_association","false","2","9713 (2) S000006177"
"35625","9351 (4) S000005215","","4","9351 (4) S000005215","additional_gene_association","false","4","9351 (4) S000005215"
"36262","8203 (2) S000001065","","2","8203 (2) S000001065","additional_gene_association","false","2","8203 (2) S000001065"
"36034","5898 (2) S000002597","","2","5898 (2) S000002597","additional_gene_association","false","2","5898 (2) S000002597"
"20369","5637 (2) S000006099","","2","5637 (2) S000006099","additional_gene_association","false","2","5637 (2) S000006099"
"43349","7622 (2) S000004757","","2","7622 (2) S000004757","additional_gene_association","false","2","7622 (2) S000004757"
"26813","5411 (2) S000004375","","2","5411 (2) S000004375","additional_gene_association","false","2","5411 (2) S000004375"
"22041","8563 (4) S000002508","","4","8563 (4) S000002508","additional_gene_association","false","4","8563 (4) S000002508"
"35489","6307 (2) S000005934","","2","6307 (2) S000005934","additional_gene_association","false","2","6307 (2) S000005934"
